Województwa,Stopa bezrobocia w %
POLSKA                                                                ,8.5
Woj. DOLNOŚLĄSKIE                                                     ,7.5
PODREGION 1 - JELENIOGÓRSKI,10.2
      bolesławiecki                                                   ,6.1
      jaworski                                                        ,16.7
      jeleniogórski                                                   ,11.4
      kamiennogórski                                                  ,10.7
      lubański                                                        ,12.0
      lwówecki                                                        ,17.1
      zgorzelecki                                                     ,7.8
      złotoryjski                                                     ,19.1
      m. Jelenia Góra                                                 ,4.8
PODREGION 2 - LEGNICKO-GŁOGOWSKI,8.4
      głogowski                                                       ,10.7
      górowski                                                        ,18.9
      legnicki                                                        ,13.6
      lubiński                                                        ,6.2
      polkowicki                                                      ,5.9
      m. Legnica                                                      ,6.5
PODREGION 3 - WAŁBRZYSKI,12.1
      dzierżoniowski                                                  ,10.6
      kłodzki                                                         ,16.0
      świdnicki                                                       ,9.1
      wałbrzyski                                                      ,19.9
      ząbkowicki                                                      ,14.7
      m. Wałbrzych                                                    ,9.1
PODREGION 4 - WROCŁAWSKI,7.5
      milicki                                                         ,10.3
      oleśnicki                                                       ,8.4
      oławski                                                         ,7.2
      strzeliński                                                     ,13.1
      średzki                                                         ,7.5
      trzebnicki                                                      ,8.6
      wołowski                                                        ,15.3
      wrocławski                                                      ,2.9
PODREGION 5 - M. WROCŁAW,2.8
      m. Wrocław                                                      ,2.8
Woj. KUJAWSKO-POMORSKIE                                               ,12.4
PODREGION 6 - BYDGOSKO-TORUŃSKI,6.7
      bydgoski                                                        ,8.3
      toruński                                                        ,14.7
      m. Bydgoszcz                                                    ,5.0
      m. Toruń                                                        ,6.2
PODREGION 7 - GRUDZIĄDZKI,14.1
      brodnicki                                                       ,10.3
      chełmiński                                                      ,17.0
      golubsko-dobrzyński                                             ,14.6
      grudziądzki                                                     ,16.7
      rypiński                                                        ,14.6
      wąbrzeski                                                       ,16.1
      m. Grudziądz                                                    ,13.5
PODREGION 8 - WŁOCŁAWSKI,19.1
      aleksandrowski                                                  ,17.5
      lipnowski                                                       ,21.1
      radziejowski                                                    ,21.0
      włocławski                                                      ,22.2
      m. Włocławek                                                    ,16.0
PODREGION 67 - INOWROCŁAWSKI,16.8
      inowrocławski                                                   ,17.7
      mogileński                                                      ,14.5
      nakielski                                                       ,16.3
      żniński                                                         ,16.6
PODREGION 68 - ŚWIECKI,13.4
      sępoleński                                                      ,17.1
      świecki                                                         ,11.0
      tucholski                                                       ,15.2
Woj. LUBELSKIE                                                        ,10.6
PODREGION 9 - BIALSKI,12.9
      bialski                                                         ,12.8
      parczewski                                                      ,10.1
      radzyński                                                       ,10.5
      włodawski                                                       ,19.5
      m. Biała Podlaska                                               ,13.1
PODREGION 10 - CHEŁMSKO-ZAMOJSKI,12.2
      biłgorajski                                                     ,6.7
      chełmski                                                        ,16.5
      hrubieszowski                                                   ,16.5
      krasnostawski                                                   ,13.6
      tomaszowski                                                     ,10.3
      zamojski                                                        ,12.3
      m. Chełm                                                        ,13.7
      m. Zamość                                                       ,12.4
PODREGION 11 - LUBELSKI,8.8
      lubartowski                                                     ,13.5
      lubelski                                                        ,8.8
      łęczyński                                                       ,7.6
      świdnicki                                                       ,12.7
      m. Lublin                                                       ,7.4
PODREGION 12 - PUŁAWSKI,10.1
      janowski                                                        ,11.1
      kraśnicki                                                       ,12.8
      łukowski                                                        ,7.0
      opolski                                                         ,12.1
      puławski                                                        ,8.2
      rycki                                                           ,12.0
Woj. LUBUSKIE                                                         ,8.7
PODREGION 13 - GORZOWSKI,8.4
      gorzowski                                                       ,7.5
      międzyrzecki                                                    ,15.2
      słubicki                                                        ,4.7
      strzelecko-drezdenecki                                          ,16.8
      sulęciński                                                      ,10.0
      m. Gorzów Wielkopolski                                          ,4.4
PODREGION 14 - ZIELONOGÓRSKI,8.9
      krośnieński                                                     ,13.8
      nowosolski                                                      ,13.5
      świebodziński                                                   ,7.3
      zielonogórski                                                   ,9.0
      żagański                                                        ,14.7
      żarski                                                          ,7.4
      wschowski                                                       ,11.2
      m. Zielona Góra                                                 ,4.4
Woj. ŁÓDZKIE                                                          ,8.7
PODREGION 15 - ŁÓDZKI,10.1
      łódzki wschodni                                                 ,9.7
      pabianicki                                                      ,9.9
      zgierski                                                        ,10.4
      brzeziński                                                      ,10.6
PODREGION 16 - M. ŁÓDŹ,7.9
      m. Łódź                                                         ,7.9
PODREGION 17 - PIOTRKOWSKI,8.8
      bełchatowski                                                    ,7.9
      opoczyński                                                      ,9.1
      piotrkowski                                                     ,8.3
      radomszczański                                                  ,9.4
      tomaszowski                                                     ,10.1
      m. Piotrków Trybunalski                                         ,7.6
PODREGION 18 - SIERADZKI,8.9
      łaski                                                           ,12.0
      pajęczański                                                     ,8.9
      poddębicki                                                      ,9.3
      sieradzki                                                       ,8.0
      wieluński                                                       ,8.7
      wieruszowski                                                    ,5.8
      zduńskowolski                                                   ,10.3
PODREGION 19 - SKIERNIEWICKI,8.9
      kutnowski                                                       ,12.5
      łęczycki                                                        ,10.8
      łowicki                                                         ,7.9
      rawski                                                          ,5.6
      skierniewicki                                                   ,5.2
      m. Skierniewice                                                 ,7.8
Woj. MAŁOPOLSKIE                                                      ,6.9
PODREGION 20 - KRAKOWSKI,6.3
      bocheński                                                       ,6.3
      krakowski                                                       ,5.9
      miechowski                                                      ,6.8
      myślenicki                                                      ,5.4
      proszowicki                                                     ,7.9
      wielicki                                                        ,7.1
PODREGION 21 - M. KRAKÓW,3.7
      m. Kraków                                                       ,3.7
PODREGION 22 - NOWOSĄDECKI,9.3
      gorlicki                                                        ,8.9
      limanowski                                                      ,10.5
      nowosądecki                                                     ,10.7
      m. Nowy Sącz                                                    ,6.2
PODREGION 23 - OŚWIĘCIMSKI,8.6
      chrzanowski                                                     ,10.8
      olkuski                                                         ,9.5
      oświęcimski                                                     ,8.3
      wadowicki                                                       ,6.5
PODREGION 24 - TARNOWSKI,9.5
      brzeski                                                         ,8.5
      dąbrowski                                                       ,14.4
      tarnowski                                                       ,10.1
      m. Tarnów                                                       ,7.3
PODREGION 69 - NOWOTARSKI,9.1
      nowotarski                                                      ,9.8
      suski                                                           ,5.9
      tatrzański                                                      ,11.2
Woj. MAZOWIECKIE                                                      ,7.3
PODREGION 25 - CIECHANOWSKI,13.6
      ciechanowski                                                    ,13.8
      mławski                                                         ,9.6
      płoński                                                         ,12.2
      pułtuski                                                        ,18.1
      żuromiński                                                      ,17.5
PODREGION 26 - OSTROŁĘCKI,12.8
      makowski                                                        ,20.0
      ostrołęcki                                                      ,14.7
      ostrowski                                                       ,12.1
      przasnyski                                                      ,12.3
      wyszkowski                                                      ,7.3
      m. Ostrołęka                                                    ,13.0
PODREGION 27 - RADOMSKI,17.9
      białobrzeski                                                    ,10.2
      kozienicki                                                      ,13.1
      lipski                                                          ,13.3
      przysuski                                                       ,21.8
      radomski                                                        ,22.8
      szydłowiecki                                                    ,28.8
      zwoleński                                                       ,14.9
      m. Radom                                                        ,16.3
PODREGION 28 - M. ST. WARSZAWA,2.8
      m. Warszawa                                                     ,2.8
PODREGION 29 - WARSZAWSKI WSCHODNI,9.6
      garwoliński                                                     ,11.5
      legionowski                                                     ,11.5
      miński                                                          ,7.2
      nowodworski                                                     ,8.6
      otwocki                                                         ,6.2
      wołomiński                                                      ,11.6
PODREGION 30 - WARSZAWSKI ZACHODNI,5.6
      grodziski                                                       ,4.6
      grójecki                                                        ,3.6
      piaseczyński                                                    ,5.4
      pruszkowski                                                     ,5.5
      sochaczewski                                                    ,8.1
      warszawski zachodni                                             ,3.3
      żyrardowski                                                     ,12.9
PODREGION 70 - PŁOCKI,13.9
      gostyniński                                                     ,19.0
      płocki                                                          ,16.2
      sierpecki                                                       ,20.5
      m. Płock                                                        ,9.0
PODREGION 71 - SIEDLECKI,8.5
      łosicki                                                         ,8.6
      siedlecki                                                       ,7.9
      sokołowski                                                      ,8.3
      węgrowski                                                       ,10.6
      m. Siedlce                                                      ,7.4
Woj. OPOLSKIE                                                ,9.3
PODREGION 31 - NYSKI,13.0
      brzeski                                                         ,12.8
      głubczycki                                                      ,13.4
      namysłowski                                                     ,11.6
      nyski                                                           ,13.2
      prudnicki                                                       ,13.6
PODREGION 32 - OPOLSKI,7.4
      kędzierzyńsko-kozielski                                         ,10.6
      kluczborski                                                     ,9.9
      krapkowicki                                                     ,6.9
      oleski                                                          ,6.7
      opolski *                                                        ,8.8
      strzelecki                                                      ,6.8
      m. Opole *                                             ,5.2
Woj. PODKARPACKIE                                                     ,11.8
PODREGION 33 - KROŚNIEŃSKI,12.2
      bieszczadzki                                                    ,18.7
      brzozowski                                                      ,18.9
      jasielski                                                       ,13.5
      krośnieński                                                     ,10.6
      sanocki                                                         ,9.2
      leski                                                           ,20.0
      m. Krosno                                                       ,4.8
PODREGION 34 - PRZEMYSKI,15.0
      jarosławski                                                     ,15.1
      lubaczowski                                                     ,12.4
      przemyski                                                       ,17.1
      przeworski                                                      ,15.8
      m. Przemyśl                                                     ,14.2
PODREGION 35 - RZESZOWSKI,10.8
      kolbuszowski                                                    ,11.7
      łańcucki                                                        ,14.9
      ropczycko-sędziszowski                                          ,13.9
      rzeszowski                                                      ,11.4
      strzyżowski                                                     ,18.1
      m. Rzeszów                                                      ,6.9
PODREGION 36 - TARNOBRZESKI,10.5
      dębicki                                                         ,9.5
      leżajski                                                        ,15.9
      mielecki                                                        ,7.4
      niżański                                                        ,19.5
      stalowowolski                                                   ,7.5
      tarnobrzeski                                                    ,10.5
      m. Tarnobrzeg                                                   ,12.4
Woj. PODLASKIE                                                        ,10.5
PODREGION 37 - BIAŁOSTOCKI,10.5
      białostocki                                                     ,12.7
      sokólski                                                        ,12.9
      m. Białystok                                                    ,9.2
PODREGION 38 - ŁOMŻYŃSKI,10.2
      bielski                                                         ,7.4
      hajnowski                                                       ,9.7
      kolneński                                                       ,17.0
      łomżyński                                                       ,10.6
      siemiatycki                                                     ,9.5
