Województwa,Stopa bezrobocia w %
      leski                                                           ,14.9
      m. Krosno                                                       ,2.5
      m. Przemyśl                                                     ,11.4
      m. Rzeszów                                                      ,5.2
      m. Tarnobrzeg                                                   ,8.1
Woj. PODLASKIE                                                        ,7.6
      augustowski                                                     ,9.6
      białostocki                                                     ,8.9
      bielski                                                         ,5.3
      grajewski                                                       ,13.4
      hajnowski                                                       ,7.4
      kolneński                                                       ,13.6
      łomżyński                                                       ,6.3
      moniecki                                                        ,7.1
      sejneński                                                       ,12.4
      siemiatycki                                                     ,6.8
      sokólski                                                        ,10.9
      suwalski                                                        ,4.1
      wysokomazowiecki                                                ,5.7
      zambrowski                                                      ,7.4
      m. Białystok                                                    ,6.3
      m. Łomża                                                        ,8.4
      m. Suwałki                                                      ,5.4
Woj. POMORSKIE                                                        ,4.8
      bytowski                                                        ,10.1
      chojnicki                                                       ,8.3
      człuchowski                                                     ,9.2
      gdański                                                         ,4.2
      kartuski                                                        ,2.8
      kościerski                                                      ,6.1
      kwidzyński                                                      ,5.3
      lęborski                                                        ,7.4
      malborski                                                       ,11.8
      nowodworski                                                     ,11.1
      pucki                                                           ,6.3
      słupski                                                         ,6.9
      starogardzki                                                    ,5.2
      tczewski                                                        ,6.5
      wejherowski                                                     ,6.5
      sztumski                                                        ,9.1
      m. Gdańsk                                                       ,2.6
      m. Gdynia                                                       ,2.4
      m. Słupsk                                                       ,3.7
      m. Sopot                                                        ,1.8
Woj. ŚLĄSKIE                                                          ,4.4
      będziński                                                       ,8.0
      bielski                                                         ,3.3
      cieszyński                                                      ,4.9
      częstochowski                                                   ,7.1
      gliwicki                                                        ,4.9
      kłobucki                                                        ,7.1
      lubliniecki                                                     ,6.0
      mikołowski                                                      ,3.1
      myszkowski                                                      ,5.8
      pszczyński                                                      ,2.7
      raciborski                                                      ,4.2
      rybnicki                                                        ,5.6
      tarnogórski                                                     ,5.3
      bieruńsko-lędziński                                             ,2.5
      wodzisławski                                                    ,4.9
      zawierciański                                                   ,7.7
      żywiecki                                                        ,6.7
      m. Bielsko-Biała                                                ,1.9
      m. Bytom                                                        ,9.6
      m. Chorzów                                                      ,4.5
      m. Częstochowa                                                  ,3.7
      m. Dąbrowa Górnicza                                             ,5.3
      m. Gliwice                                                      ,3.2
      m. Jastrzębie-Zdrój                                             ,4.2
      m. Jaworzno                                                     ,4.1
      m. Katowice                                                     ,1.7
      m. Mysłowice                                                    ,5.1
      m. Piekary Śląskie                                              ,6.8
      m. Ruda Śląska                                                  ,3.2
      m. Rybnik                                                       ,3.5
      m. Siemianowice Śląskie                                         ,5.4
      m. Sosnowiec                                                    ,6.5
      m. Świętochłowice                                               ,6.8
      m. Tychy                                                        ,2.6
      m. Zabrze                                                       ,5.8
      m. Żory                                                         ,3.7
Woj. ŚWIĘTOKRZYSKIE                                                   ,8.1
      buski                                                           ,3.5
      jędrzejowski                                                    ,6.9
      kazimierski                                                     ,7.8
      kielecki                                                        ,10.7
      konecki                                                         ,10.9
      opatowski                                                       ,13.2
      ostrowiecki                                                     ,11.1
      pińczowski                                                      ,6.6
      sandomierski                                                    ,6.3
      skarżyski                                                       ,15.6
      starachowicki                                                   ,8.2
      staszowski                                                      ,7.0
      włoszczowski                                                    ,5.5
      m. Kielce                                                       ,5.3
Woj. WARMIŃSKO-MAZURSKIE                                              ,9.9
      bartoszycki                                                     ,18.2
      braniewski                                                      ,20.6
      działdowski                                                     ,15.6
      elbląski                                                        ,15.4
      ełcki                                                           ,12.7
      giżycki                                                         ,7.7
      iławski                                                         ,4.4
      kętrzyński                                                      ,16.3
      lidzbarski                                                      ,14.8
      mrągowski                                                       ,8.5
      nidzicki                                                        ,7.6
      nowomiejski                                                     ,7.6
      olecki                                                          ,11.8
      olsztyński                                                      ,10.8
      ostródzki                                                       ,10.8
      piski                                                           ,12.1
      szczycieński                                                    ,8.9
      gołdapski                                                       ,9.2
      węgorzewski                                                     ,14.6
      m. Elbląg                                                       ,8.1
      m. Olsztyn                                                      ,3.5
Woj. WIELKOPOLSKIE                                                    ,3.2
      chodzieski                                                      ,6.9
      czarnkowsko-trzcianecki                                         ,4.4
      gnieźnieński                                                    ,5.1
      gostyński                                                       ,5.2
      grodziski                                                       ,3.9
      jarociński                                                      ,4.0
      kaliski                                                         ,2.4
      kępiński                                                        ,1.9
      kolski                                                          ,4.3
      koniński                                                        ,9.3
      kościański                                                      ,3.0
      krotoszyński                                                    ,3.0
      leszczyński                                                     ,2.9
      międzychodzki                                                   ,4.9
      nowotomyski                                                     ,2.1
      obornicki                                                       ,3.4
      ostrowski                                                       ,2.9
      ostrzeszowski                                                   ,4.1
      pilski                                                          ,4.5
      pleszewski                                                      ,3.2
      poznański                                                       ,1.4
      rawicki                                                         ,4.0
      słupecki                                                        ,7.5
      szamotulski                                                     ,3.1
      średzki                                                         ,5.6
      śremski                                                         ,2.1
      turecki                                                         ,4.3
      wągrowiecki                                                     ,6.0
      wolsztyński                                                     ,1.4
      wrzesiński                                                      ,3.2
      złotowski                                                       ,6.7
      m. Kalisz                                                       ,2.5
      m. Konin                                                        ,6.5
      m. Leszno                                                       ,3.5
      m. Poznań                                                       ,1.2
Woj. ZACHODNIOPOMORSKIE                                               ,7.1
      białogardzki                                                    ,18.3
      choszczeński                                                    ,15.2
      drawski                                                         ,12.9
      goleniowski                                                     ,5.8
      gryficki                                                        ,7.6
      gryfiński                                                       ,10.4
      kamieński                                                       ,13.1
      kołobrzeski                                                     ,2.6
      koszaliński                                                     ,11.7
      myśliborski                                                     ,7.2
      policki                                                         ,4.3
      pyrzycki                                                        ,11.4
      sławieński                                                      ,12.8
      stargardzki                                                     ,8.0
      szczecinecki                                                    ,14.2
      świdwiński                                                      ,13.9
      wałecki                                                         ,7.5
      łobeski                                                         ,18.7
      m. Koszalin                                                     ,5.0
      m. Szczecin                                                     ,2.6
      m. Świnoujście                                                  ,3.8
