Województwa,Stopa bezrobocia w %
      włoszczowski                                                    ,6.3
      m. Kielce                                                       ,4.9
Woj. WARMIŃSKO-MAZURSKIE                                              ,8.6
      bartoszycki                                                     ,16.2
      braniewski                                                      ,18.9
      działdowski                                                     ,13.2
      elbląski                                                        ,12.9
      ełcki                                                           ,10.6
      giżycki                                                         ,7.0
      iławski                                                         ,4.2
      kętrzyński                                                      ,16.7
      lidzbarski                                                      ,12.4
      mrągowski                                                       ,8.3
      nidzicki                                                        ,7.6
      nowomiejski                                                     ,7.3
      olecki                                                          ,9.6
      olsztyński                                                      ,8.6
      ostródzki                                                       ,9.5
      piski                                                           ,11.5
      szczycieński                                                    ,8.2
      gołdapski                                                       ,8.8
      węgorzewski                                                     ,12.2
      m. Elbląg                                                       ,5.9
      m. Olsztyn                                                      ,2.7
Woj. WIELKOPOLSKIE                                                    ,2.8
      chodzieski                                                      ,6.2
      czarnkowsko-trzcianecki                                         ,3.9
      gnieźnieński                                                    ,3.6
      gostyński                                                       ,4.8
      grodziski                                                       ,3.4
      jarociński                                                      ,3.6
      kaliski                                                         ,2.1
      kępiński                                                        ,1.6
      kolski                                                          ,3.8
      koniński                                                        ,7.8
      kościański                                                      ,2.9
      krotoszyński                                                    ,2.8
      leszczyński                                                     ,2.4
      międzychodzki                                                   ,4.2
      nowotomyski                                                     ,1.9
      obornicki                                                       ,2.6
      ostrowski                                                       ,2.5
      ostrzeszowski                                                   ,3.9
      pilski                                                          ,4.2
      pleszewski                                                      ,3.5
      poznański                                                       ,1.1
      rawicki                                                         ,3.9
      słupecki                                                        ,6.6
      szamotulski                                                     ,2.7
      średzki                                                         ,6.1
      śremski                                                         ,1.6
      turecki                                                         ,3.6
      wągrowiecki                                                     ,4.6
      wolsztyński                                                     ,1.5
      wrzesiński                                                      ,3.1
      złotowski                                                       ,5.0
      m. Kalisz                                                       ,2.3
      m. Konin                                                        ,5.4
      m. Leszno                                                       ,3.1
      m. Poznań                                                       ,1.1
Woj. ZACHODNIOPOMORSKIE                                               ,6.5
      białogardzki                                                    ,16.4
      choszczeński                                                    ,14.7
      drawski                                                         ,12.0
      goleniowski                                                     ,5.3
      gryficki                                                        ,6.4
      gryfiński                                                       ,7.9
      kamieński                                                       ,12.2
      kołobrzeski                                                     ,1.2
      koszaliński                                                     ,10.9
      myśliborski                                                     ,6.6
      policki                                                         ,3.8
      pyrzycki                                                        ,10.4
      sławieński                                                      ,12.5
      stargardzki                                                     ,7.6
      szczecinecki                                                    ,13.8
      świdwiński                                                      ,11.9
      wałecki                                                         ,7.6
      łobeski                                                         ,18.0
      m. Koszalin                                                     ,4.5
      m. Szczecin                                                     ,2.5
      m. Świnoujście                                                  ,3.2
