Województwa,Stopa bezrobocia w %
Woj. WARMIŃSKO-MAZURSKIE                                              ,10.1
      bartoszycki                                                     ,18.1
      braniewski                                                      ,19.4
      działdowski                                                     ,13.9
      elbląski                                                        ,14.8
      ełcki                                                           ,12.5
      giżycki                                                         ,9.4
      iławski                                                         ,5.3
      kętrzyński                                                      ,18.3
      lidzbarski                                                      ,14.4
      mrągowski                                                       ,10.3
      nidzicki                                                        ,7.7
      nowomiejski                                                     ,8.6
      olecki                                                          ,11.2
      olsztyński                                                      ,11.0
      ostródzki                                                       ,10.9
      piski                                                           ,13.2
      szczycieński                                                    ,10.0
      gołdapski                                                       ,9.7
      węgorzewski                                                     ,14.0
      m. Elbląg                                                       ,8.0
      m. Olsztyn                                                      ,3.6
Woj. WIELKOPOLSKIE                                                    ,3.7
      chodzieski                                                      ,8.0
      czarnkowsko-trzcianecki                                         ,4.8
      gnieźnieński                                                    ,4.5
      gostyński                                                       ,5.5
      grodziski                                                       ,3.9
      jarociński                                                      ,5.1
      kaliski                                                         ,2.6
      kępiński                                                        ,2.0
      kolski                                                          ,4.8
      koniński                                                        ,9.6
      kościański                                                      ,3.5
      krotoszyński                                                    ,3.9
      leszczyński                                                     ,3.4
      międzychodzki                                                   ,5.2
      nowotomyski                                                     ,3.0
      obornicki                                                       ,3.7
      ostrowski                                                       ,3.8
      ostrzeszowski                                                   ,4.7
      pilski                                                          ,5.4
      pleszewski                                                      ,5.3
      poznański                                                       ,1.8
      rawicki                                                         ,4.5
      słupecki                                                        ,8.0
      szamotulski                                                     ,3.4
      średzki                                                         ,7.2
      śremski                                                         ,2.9
      turecki                                                         ,4.7
      wągrowiecki                                                     ,6.2
      wolsztyński                                                     ,2.1
      wrzesiński                                                      ,4.4
      złotowski                                                       ,6.2
      m. Kalisz                                                       ,3.2
      m. Konin                                                        ,6.6
      m. Leszno                                                       ,3.8
      m. Poznań                                                       ,1.7
Woj. ZACHODNIOPOMORSKIE                                               ,7.9
      białogardzki                                                    ,18.5
      choszczeński                                                    ,16.9
      drawski                                                         ,13.8
      goleniowski                                                     ,6.2
      gryficki                                                        ,8.4
      gryfiński                                                       ,9.2
      kamieński                                                       ,13.7
      kołobrzeski                                                     ,3.5
      koszaliński                                                     ,13.3
      myśliborski                                                     ,7.5
      policki                                                         ,4.5
      pyrzycki                                                        ,12.0
      sławieński                                                      ,13.4
      stargardzki                                                     ,8.2
      szczecinecki                                                    ,16.0
      świdwiński                                                      ,14.5
      wałecki                                                         ,8.9
      łobeski                                                         ,18.6
      m. Koszalin                                                     ,5.8
      m. Szczecin                                                     ,3.5
      m. Świnoujście                                                  ,5.0
