Województwa,Stopa bezrobocia w %
      pleszewski                                                      ,3.2
      poznański                                                       ,1.6
      rawicki                                                         ,4.3
      słupecki                                                        ,7.6
      szamotulski                                                     ,3.6
      średzki                                                         ,6.2
      śremski                                                         ,2.2
      turecki                                                         ,4.4
      wągrowiecki                                                     ,6.4
      wolsztyński                                                     ,1.5
      wrzesiński                                                      ,3.7
      złotowski                                                       ,7.3
      m. Kalisz                                                       ,2.8
      m. Konin                                                        ,7.5
      m. Leszno                                                       ,3.7
      m. Poznań                                                       ,1.3
Woj. ZACHODNIOPOMORSKIE                                               ,7.8
      białogardzki                                                    ,18.1
      choszczeński                                                    ,16.2
      drawski                                                         ,13.7
      goleniowski                                                     ,5.9
      gryficki                                                        ,8.0
      gryfiński                                                       ,10.8
      kamieński                                                       ,13.7
      kołobrzeski                                                     ,3.6
      koszaliński                                                     ,12.7
      myśliborski                                                     ,8.2
      policki                                                         ,5.3
      pyrzycki                                                        ,12.0
      sławieński                                                      ,13.5
      stargardzki                                                     ,8.4
      szczecinecki                                                    ,15.1
      świdwiński                                                      ,15.4
      wałecki                                                         ,8.4
      łobeski                                                         ,20.4
      m. Koszalin                                                     ,5.3
      m. Szczecin                                                     ,2.9
      m. Świnoujście                                                  ,4.7
