Województwa,Stopa bezrobocia w %
POLSKA                                                                ,5.9
Woj. DOLNOŚLĄSKIE                                                     ,5.3
      bolesławiecki                                                   ,4.1
      dzierżoniowski                                                  ,6.3
      głogowski                                                       ,9.2
      górowski                                                        ,15.2
      jaworski                                                        ,12.5
      jeleniogórski                                                   ,9.1
      kamiennogórski                                                  ,6.8
      kłodzki                                                         ,11.8
      legnicki                                                        ,10.1
      lubański                                                        ,7.4
      lubiński                                                        ,4.9
      lwówecki                                                        ,12.2
      milicki                                                         ,6.8
      oleśnicki                                                       ,5.6
      oławski                                                         ,5.4
      polkowicki                                                      ,4.3
      strzeliński                                                     ,10.5
      średzki                                                         ,5.7
      świdnicki                                                       ,6.3
      trzebnicki                                                      ,6.1
      wałbrzyski                                                      ,14.0
      wołowski                                                        ,11.4
      wrocławski                                                      ,1.9
      ząbkowicki                                                      ,11.4
      zgorzelecki                                                     ,5.4
      złotoryjski                                                     ,14.4
      m. Jelenia Góra                                                 ,3.4
      m. Legnica                                                      ,5.1
      m. Wrocław                                                      ,1.9
      m. Wałbrzych                                                    ,5.8
Woj. KUJAWSKO-POMORSKIE                                               ,8.8
      aleksandrowski                                                  ,13.2
      brodnicki                                                       ,7.6
      bydgoski                                                        ,5.7
      chełmiński                                                      ,12.4
      golubsko-dobrzyński                                             ,10.4
      grudziądzki                                                     ,13.2
      inowrocławski                                                   ,12.8
      lipnowski                                                       ,16.0
      mogileński                                                      ,10.8
      nakielski                                                       ,11.8
      radziejowski                                                    ,17.0
      rypiński                                                        ,10.9
      sępoleński                                                      ,12.0
      świecki                                                         ,7.5
      toruński                                                        ,11.1
      tucholski                                                       ,10.3
      wąbrzeski                                                       ,11.8
      włocławski                                                      ,15.5
      żniński                                                         ,10.8
      m. Bydgoszcz                                                    ,3.6
      m. Grudziądz                                                    ,9.0
      m. Toruń                                                        ,4.6
      m. Włocławek                                                    ,10.1
Woj. LUBELSKIE                                                        ,8.0
      bialski                                                         ,10.2
      biłgorajski                                                     ,5.2
      chełmski                                                        ,13.4
      hrubieszowski                                                   ,12.8
      janowski                                                        ,8.4
      krasnostawski                                                   ,11.6
      kraśnicki                                                       ,9.9
      lubartowski                                                     ,10.8
      lubelski                                                        ,6.5
      łęczyński                                                       ,5.4
      łukowski                                                        ,4.6
      opolski                                                         ,9.0
      parczewski                                                      ,7.6
      puławski                                                        ,6.2
      radzyński                                                       ,6.9
      rycki                                                           ,8.0
      świdnicki                                                       ,9.1
      tomaszowski                                                     ,6.9
      włodawski                                                       ,15.2
      zamojski                                                        ,9.0
      m. Biała Podlaska                                               ,10.8
      m. Chełm                                                        ,11.4
      m. Lublin                                                       ,5.6
      m. Zamość                                                       ,9.7
Woj. LUBUSKIE                                                         ,5.8
      gorzowski                                                       ,4.3
      krośnieński                                                     ,9.4
      międzyrzecki                                                    ,11.8
      nowosolski                                                      ,8.5
      słubicki                                                        ,2.9
      strzelecko-drezdenecki                                          ,10.6
      sulęciński                                                      ,6.4
      świebodziński                                                   ,4.4
      zielonogórski                                                   ,6.6
      żagański                                                        ,9.1
      żarski                                                          ,6.0
      wschowski                                                       ,8.0
      m. Gorzów Wielkopolski                                          ,2.5
      m. Zielona Góra                                                 ,3.3
Woj. ŁÓDZKIE                                                          ,6.2
      bełchatowski                                                    ,5.6
      kutnowski                                                       ,9.3
      łaski                                                           ,7.7
      łęczycki                                                        ,7.1
      łowicki                                                         ,5.5
      łódzki wschodni                                                 ,7.2
      opoczyński                                                      ,6.7
      pabianicki                                                      ,7.1
      pajęczański                                                     ,7.8
      piotrkowski                                                     ,5.7
      poddębicki                                                      ,6.5
      radomszczański                                                  ,6.1
      rawski                                                          ,3.7
      sieradzki                                                       ,5.8
