Województwa,Stopa bezrobocia w %
nakielski,12.7
żniński,12.1
PODREGION 68 - ŚWIECKI,10.4
sępoleński,13.1
świecki,8.2
tucholski,12.4
Woj. POMORSKIE,5.5
PODREGION 40 - GDAŃSKI,6.2
gdański,4.6
kartuski,3.9
nowodworski,12.8
pucki,8.1
wejherowski,7.1
PODREGION 41 - SŁUPSKI,7.6
bytowski,10.6
lęborski,7.6
słupski,8.5
m. Słupsk,4.4
PODREGION 42 - STAROGARDZKI,7.3
kwidzyński,6.3
malborski,12.7
starogardzki,5.5
tczewski,6.7
sztumski,10.6
PODREGION 43 - TRÓJMIEJSKI,2.9
m. Gdańsk,3
m. Gdynia,2.9
m. Sopot,2
PODREGION 72 - CHOJNICKI,9.4
chojnicki,9.9
człuchowski,12.4
kościerski,6.6
Woj. WARMIŃSKO-MAZURSKIE,11.6
PODREGION 54 - ELBLĄSKI,11.7
braniewski,21.1
działdowski,16.4
elbląski,17.8
iławski,4.9
nowomiejski,8.8
ostródzki,12.3
m. Elbląg,9.4
PODREGION 55 - EŁCKI,13.8
ełcki,14.3
giżycki,10.2
olecki,13.7
piski,16.5
gołdapski,11
węgorzewski,18.4
PODREGION 56 - OLSZTYŃSKI,10.5
bartoszycki,20.5
kętrzyński,17.9
lidzbarski,16.8
mrągowski,11.2
nidzicki,8.5
olsztyński,13.4
szczycieński,11.6
m. Olsztyn,4.5
