Województwa,Stopa bezrobocia w %
      m. Siemianowice Śląskie                                         ,7.4
      m. Sosnowiec                                                    ,8.1
      m. Świętochłowice                                               ,8.2
      m. Tychy                                                        ,2.7
      m. Zabrze                                                       ,7.0
      m. Żory                                                         ,4.9
Woj. ŚWIĘTOKRZYSKIE                                                   ,9.3
      buski                                                           ,4.9
      jędrzejowski                                                    ,7.9
      kazimierski                                                     ,8.5
      kielecki                                                        ,12.3
      konecki                                                         ,12.4
      opatowski                                                       ,14.2
      ostrowiecki                                                     ,13.6
      pińczowski                                                      ,6.8
      sandomierski                                                    ,7.7
      skarżyski                                                       ,16.1
      starachowicki                                                   ,9.4
      staszowski                                                      ,7.8
      włoszczowski                                                    ,7.3
      m. Kielce                                                       ,6.1
Woj. WARMIŃSKO-MAZURSKIE                                              ,12.2
      bartoszycki                                                     ,21.6
      braniewski                                                      ,23.0
      działdowski                                                     ,17.3
      elbląski                                                        ,18.7
      ełcki                                                           ,15.0
      giżycki                                                         ,11.3
      iławski                                                         ,5.3
      kętrzyński                                                      ,20.7
      lidzbarski                                                      ,17.5
      mrągowski                                                       ,12.1
      nidzicki                                                        ,9.8
      nowomiejski                                                     ,9.1
      olecki                                                          ,14.8
      olsztyński                                                      ,13.9
      ostródzki                                                       ,12.6
      piski                                                           ,17.3
      szczycieński                                                    ,11.8
      gołdapski                                                       ,12.6
      węgorzewski                                                     ,20.4
      m. Elbląg                                                       ,9.3
      m. Olsztyn                                                      ,4.6
Woj. WIELKOPOLSKIE                                                    ,3.9
      chodzieski                                                      ,7.8
      czarnkowsko-trzcianecki                                         ,5.2
      gnieźnieński                                                    ,6.4
      gostyński                                                       ,6.2
      grodziski                                                       ,4.5
      jarociński                                                      ,5.2
      kaliski                                                         ,2.9
      kępiński                                                        ,2.0
      kolski                                                          ,6.6
      koniński                                                        ,11.3
      kościański                                                      ,3.8
      krotoszyński                                                    ,4.2
      leszczyński                                                     ,3.4
      międzychodzki                                                   ,5.0
      nowotomyski                                                     ,2.5
      obornicki                                                       ,4.0
      ostrowski                                                       ,3.3
      ostrzeszowski                                                   ,4.9
      pilski                                                          ,5.3
      pleszewski                                                      ,3.9
      poznański                                                       ,1.8
      rawicki                                                         ,4.9
      słupecki                                                        ,8.8
      szamotulski                                                     ,4.0
      średzki                                                         ,6.7
      śremski                                                         ,2.6
      turecki                                                         ,4.7
      wągrowiecki                                                     ,6.9
      wolsztyński                                                     ,1.8
      wrzesiński                                                      ,4.1
      złotowski                                                       ,8.6
      m. Kalisz                                                       ,3.2
      m. Konin                                                        ,8.0
      m. Leszno                                                       ,4.1
      m. Poznań                                                       ,1.5
Woj. ZACHODNIOPOMORSKIE                                               ,9.1
      białogardzki                                                    ,19.4
      choszczeński                                                    ,18.5
      drawski                                                         ,16.7
      goleniowski                                                     ,6.5
      gryficki                                                        ,12.3
      gryfiński                                                       ,11.7
      kamieński                                                       ,16.8
      kołobrzeski                                                     ,5.2
      koszaliński                                                     ,15.6
      myśliborski                                                     ,9.3
      policki                                                         ,6.1
      pyrzycki                                                        ,14.5
      sławieński                                                      ,15.9
      stargardzki                                                     ,9.6
      szczecinecki                                                    ,17.4
      świdwiński                                                      ,16.6
      wałecki                                                         ,10.1
      łobeski                                                         ,21.7
      m. Koszalin                                                     ,5.8
      m. Szczecin                                                     ,3.4
      m. Świnoujście                                                  ,5.4
