Województwa,Stopa bezrobocia w %
Woj. POMORSKIE                                                        ,5.7
      bytowski                                                        ,9.9
      chojnicki                                                       ,8.3
      człuchowski                                                     ,11.2
      gdański                                                         ,5.0
      kartuski                                                        ,3.9
      kościerski                                                      ,7.7
      kwidzyński                                                      ,7.5
      lęborski                                                        ,9.6
      malborski                                                       ,11.1
      nowodworski                                                     ,13.5
      pucki                                                           ,6.8
      słupski                                                         ,8.9
      starogardzki                                                    ,7.1
      tczewski                                                        ,7.4
      wejherowski                                                     ,6.7
      sztumski                                                        ,9.2
      m. Gdańsk                                                       ,3.3
      m. Gdynia                                                       ,3.2
      m. Słupsk                                                       ,5.2
      m. Sopot                                                        ,2.3
Woj. ŚLĄSKIE                                                          ,4.8
      będziński                                                       ,7.6
      bielski                                                         ,4.3
      cieszyński                                                      ,5.4
      częstochowski                                                   ,7.8
      gliwicki                                                        ,4.7
      kłobucki                                                        ,7.3
      lubliniecki                                                     ,6.0
      mikołowski                                                      ,4.2
      myszkowski                                                      ,6.8
      pszczyński                                                      ,3.8
      raciborski                                                      ,4.6
      rybnicki                                                        ,6.7
      tarnogórski                                                     ,6.0
      bieruńsko-lędziński                                             ,2.8
      wodzisławski                                                    ,7.1
      zawierciański                                                   ,7.1
      żywiecki                                                        ,7.4
      m. Bielsko-Biała                                                ,2.5
      m. Bytom                                                        ,10.4
      m. Chorzów                                                      ,4.2
      m. Częstochowa                                                  ,4.0
      m. Dąbrowa Górnicza                                             ,5.1
      m. Gliwice                                                      ,3.0
      m. Jastrzębie-Zdrój                                             ,5.5
      m. Jaworzno                                                     ,4.9
      m. Katowice                                                     ,1.6
      m. Mysłowice                                                    ,6.8
      m. Piekary Śląskie                                              ,8.2
      m. Ruda Śląska                                                  ,3.3
      m. Rybnik                                                       ,4.2
      m. Siemianowice Śląskie                                         ,5.4
      m. Sosnowiec                                                    ,6.7
      m. Świętochłowice                                               ,8.0
      m. Tychy                                                        ,3.0
      m. Zabrze                                                       ,6.7
      m. Żory                                                         ,5.2
Woj. ŚWIĘTOKRZYSKIE                                                   ,8.5
      buski                                                           ,4.1
      jędrzejowski                                                    ,7.4
      kazimierski                                                     ,7.7
      kielecki                                                        ,10.0
      konecki                                                         ,12.5
      opatowski                                                       ,12.7
      ostrowiecki                                                     ,11.3
      pińczowski                                                      ,6.7
      sandomierski                                                    ,7.1
      skarżyski                                                       ,16.3
      starachowicki                                                   ,9.1
      staszowski                                                      ,7.3
      włoszczowski                                                    ,7.2
      m. Kielce                                                       ,5.7
Woj. WARMIŃSKO-MAZURSKIE                                              ,9.9
      bartoszycki                                                     ,17.1
      braniewski                                                      ,19.1
      działdowski                                                     ,13.5
      elbląski                                                        ,15.0
      ełcki                                                           ,12.4
      giżycki                                                         ,9.2
      iławski                                                         ,5.1
      kętrzyński                                                      ,18.5
      lidzbarski                                                      ,13.2
      mrągowski                                                       ,9.9
      nidzicki                                                        ,6.9
      nowomiejski                                                     ,8.7
      olecki                                                          ,11.2
      olsztyński                                                      ,10.5
      ostródzki                                                       ,11.0
      piski                                                           ,13.8
      szczycieński                                                    ,10.1
      gołdapski                                                       ,9.4
      węgorzewski                                                     ,13.8
      m. Elbląg                                                       ,7.9
      m. Olsztyn                                                      ,3.5
Woj. WIELKOPOLSKIE                                                    ,3.7
      chodzieski                                                      ,8.1
      czarnkowsko-trzcianecki                                         ,4.5
      gnieźnieński                                                    ,4.4
      gostyński                                                       ,5.5
      grodziski                                                       ,4.1
      jarociński                                                      ,5.2
      kaliski                                                         ,2.6
      kępiński                                                        ,1.9
      kolski                                                          ,4.6
      koniński                                                        ,9.5
      kościański                                                      ,3.5
      krotoszyński                                                    ,4.1
      leszczyński                                                     ,3.2
      międzychodzki                                                   ,5.2
      nowotomyski                                                     ,3.1
      obornicki                                                       ,3.9
      ostrowski                                                       ,3.7
      ostrzeszowski                                                   ,4.6
      pilski                                                          ,5.7
      pleszewski                                                      ,5.3
      poznański                                                       ,1.9
      rawicki                                                         ,4.6
      słupecki                                                        ,7.8
      szamotulski                                                     ,3.5
      średzki                                                         ,7.2
      śremski                                                         ,3.0
      turecki                                                         ,4.4
      wągrowiecki                                                     ,5.7
      wolsztyński                                                     ,2.3
      wrzesiński                                                      ,4.5
      złotowski                                                       ,6.0
      m. Kalisz                                                       ,3.2
      m. Konin                                                        ,7.1
      m. Leszno                                                       ,3.8
      m. Poznań                                                       ,1.9
Woj. ZACHODNIOPOMORSKIE                                               ,7.9
      białogardzki                                                    ,18.3
      choszczeński                                                    ,16.8
      drawski                                                         ,12.7
      goleniowski                                                     ,6.5
      gryficki                                                        ,7.8
      gryfiński                                                       ,8.7
      kamieński                                                       ,14.9
      kołobrzeski                                                     ,3.9
      koszaliński                                                     ,13.4
      myśliborski                                                     ,7.4
      policki                                                         ,4.9
      pyrzycki                                                        ,11.6
      sławieński                                                      ,14.1
      stargardzki                                                     ,8.1
      szczecinecki                                                    ,15.8
      świdwiński                                                      ,13.9
      wałecki                                                         ,8.8
      łobeski                                                         ,17.3
      m. Koszalin                                                     ,5.7
      m. Szczecin                                                     ,3.8
      m. Świnoujście                                                  ,4.3
