Województwa,Stopa bezrobocia w %
      rycki                                                           ,8.4
      świdnicki                                                       ,9.1
      tomaszowski                                                     ,5.5
      włodawski                                                       ,14.3
      zamojski                                                        ,8.9
      m. Biała Podlaska                                               ,10.7
      m. Chełm                                                        ,11.1
      m. Lublin                                                       ,5.7
      m. Zamość                                                       ,9.1
Woj. LUBUSKIE                                                         ,5.8
      gorzowski                                                       ,4.2
      krośnieński                                                     ,10.1
      międzyrzecki                                                    ,11.5
      nowosolski                                                      ,8.8
      słubicki                                                        ,2.4
      strzelecko-drezdenecki                                          ,10.1
      sulęciński                                                      ,7.0
      świebodziński                                                   ,4.5
      zielonogórski                                                   ,6.7
      żagański                                                        ,9.6
      żarski                                                          ,5.6
      wschowski                                                       ,7.7
      m. Gorzów Wielkopolski                                          ,2.5
      m. Zielona Góra                                                 ,3.2
Woj. ŁÓDZKIE                                                          ,6.2
      bełchatowski                                                    ,5.3
      kutnowski                                                       ,9.1
      łaski                                                           ,7.9
      łęczycki                                                        ,7.1
      łowicki                                                         ,5.3
      łódzki wschodni                                                 ,7.2
      opoczyński                                                      ,5.4
      pabianicki                                                      ,7.1
      pajęczański                                                     ,7.1
      piotrkowski                                                     ,5.8
      poddębicki                                                      ,6.6
      radomszczański                                                  ,6.1
      rawski                                                          ,3.7
      sieradzki                                                       ,5.5
      skierniewicki                                                   ,3.8
      tomaszowski                                                     ,7.1
      wieluński                                                       ,6.6
      wieruszowski                                                    ,4.4
      zduńskowolski                                                   ,7.1
      zgierski                                                        ,6.9
      brzeziński                                                      ,6.7
      m. Łódź                                                         ,5.9
      m. Piotrków Trybunalski                                         ,5.6
      m. Skierniewice                                                 ,5.4
Woj. MAŁOPOLSKIE                                                      ,4.8
      bocheński                                                       ,4.7
      brzeski                                                         ,5.6
      chrzanowski                                                     ,7.8
      dąbrowski                                                       ,11.1
      gorlicki                                                        ,5.4
      krakowski                                                       ,4.2
      limanowski                                                      ,7.8
      miechowski                                                      ,5.0
      myślenicki                                                      ,2.9
      nowosądecki                                                     ,8.0
      nowotarski                                                      ,5.7
      olkuski                                                         ,7.4
      oświęcimski                                                     ,5.4
      proszowicki                                                     ,6.5
      suski                                                           ,4.3
      tarnowski                                                       ,6.8
      tatrzański                                                      ,9.7
      wadowicki                                                       ,5.2
      wielicki                                                        ,4.8
      m. Kraków                                                       ,2.5
      m. Nowy Sącz                                                    ,3.0
      m. Tarnów                                                       ,5.2
Woj. MAZOWIECKIE                                                      ,5.1
      białobrzeski                                                    ,7.2
      ciechanowski                                                    ,9.7
      garwoliński                                                     ,9.0
      gostyniński                                                     ,13.8
      grodziski                                                       ,3.2
      grójecki                                                        ,2.2
      kozienicki                                                      ,10.1
      legionowski                                                     ,7.3
      lipski                                                          ,10.0
      łosicki                                                         ,5.2
      makowski                                                        ,16.5
      miński                                                          ,5.4
      mławski                                                         ,6.5
      nowodworski                                                     ,6.0
      ostrołęcki                                                      ,10.6
      ostrowski                                                       ,9.3
      otwocki                                                         ,4.4
      piaseczyński                                                    ,4.1
      płocki                                                          ,11.8
      płoński                                                         ,10.6
      pruszkowski                                                     ,3.8
      przasnyski                                                      ,9.2
      przysuski                                                       ,18.6
      pułtuski                                                        ,12.6
      radomski                                                        ,17.7
      siedlecki                                                       ,5.3
      sierpecki                                                       ,16.3
      sochaczewski                                                    ,6.1
      sokołowski                                                      ,5.4
      szydłowiecki                                                    ,23.5
      warszawski zachodni                                             ,2.1
      węgrowski                                                       ,6.4
      wołomiński                                                      ,7.5
      wyszkowski                                                      ,4.3
      zwoleński                                                       ,10.0
      żuromiński                                                      ,14.2
      żyrardowski                                                     ,10.3
      m. Ostrołęka                                                    ,9.3
      m. Płock                                                        ,6.8
      m. Radom                                                        ,12.2
      m. Siedlce                                                      ,5.2
      m. Warszawa                                                     ,1.7
Woj. OPOLSKIE                                                ,6.1
      brzeski                                                         ,8.5
      głubczycki                                                      ,9.6
      kędzierzyńsko-kozielski                                         ,7.8
      kluczborski                                                     ,6.9
      krapkowicki                                                     ,4.9
      namysłowski                                                     ,7.4
      nyski                                                           ,7.6
      oleski                                                          ,4.1
      opolski                                                      ,5.9
      prudnicki                                                       ,8.3
      strzelecki                                                      ,4.5
      m. Opole                                          ,3.7
Woj. PODKARPACKIE                                                     ,8.7
      bieszczadzki                                                    ,12.8
      brzozowski                                                      ,14.8
      dębicki                                                         ,6.1
      jarosławski                                                     ,12.2
      jasielski                                                       ,9.6
      kolbuszowski                                                    ,8.2
      krośnieński                                                     ,5.9
      leżajski                                                        ,13.4
      lubaczowski                                                     ,8.3
      łańcucki                                                        ,10.5
      mielecki                                                        ,5.0
      niżański                                                        ,16.2
      przemyski                                                       ,13.1
      przeworski                                                      ,11.9
      ropczycko-sędziszowski                                          ,12.0
      rzeszowski                                                      ,8.8
      sanocki                                                         ,6.7
      stalowowolski                                                   ,5.2
      strzyżowski                                                     ,14.0
      tarnobrzeski                                                    ,6.7
      leski                                                           ,15.2
      m. Krosno                                                       ,2.7
      m. Przemyśl                                                     ,11.5
      m. Rzeszów                                                      ,5.5
      m. Tarnobrzeg                                                   ,8.6
Woj. PODLASKIE                                                        ,7.8
      augustowski                                                     ,9.8
      białostocki                                                     ,9.3
      bielski                                                         ,5.7
      grajewski                                                       ,13.1
      hajnowski                                                       ,7.3
      kolneński                                                       ,13.3
      łomżyński                                                       ,6.6
      moniecki                                                        ,7.4
      sejneński                                                       ,12.4
      siemiatycki                                                     ,7.0
      sokólski                                                        ,11.2
      suwalski                                                        ,4.0
      wysokomazowiecki                                                ,5.7
      zambrowski                                                      ,7.7
      m. Białystok                                                    ,6.5
      m. Łomża                                                        ,8.4
      m. Suwałki                                                      ,5.5
Woj. POMORSKIE                                                        ,4.8
      bytowski                                                        ,10.1
      chojnicki                                                       ,8.7
      człuchowski                                                     ,9.4
      gdański                                                         ,4.3
      kartuski                                                        ,2.9
      kościerski                                                      ,6.1
      kwidzyński                                                      ,5.5
      lęborski                                                        ,6.9
      malborski                                                       ,11.6
      nowodworski                                                     ,10.2
      pucki                                                           ,5.6
      słupski                                                         ,7.0
      starogardzki                                                    ,5.3
      tczewski                                                        ,6.3
      wejherowski                                                     ,6.4
      sztumski                                                        ,9.1
      m. Gdańsk                                                       ,2.7
      m. Gdynia                                                       ,2.5
      m. Słupsk                                                       ,3.7
      m. Sopot                                                        ,1.9
Woj. ŚLĄSKIE                                                          ,4.5
      będziński                                                       ,8.1
      bielski                                                         ,3.4
      cieszyński                                                      ,5.0
      częstochowski                                                   ,7.1
      gliwicki                                                        ,5.2
      kłobucki                                                        ,7.0
      lubliniecki                                                     ,6.2
      mikołowski                                                      ,3.1
      myszkowski                                                      ,6.8
      pszczyński                                                      ,2.7
      raciborski                                                      ,4.5
      rybnicki                                                        ,5.8
      tarnogórski                                                     ,5.7
      bieruńsko-lędziński                                             ,2.7
      wodzisławski                                                    ,5.2
      zawierciański                                                   ,8.0
      żywiecki                                                        ,6.4
      m. Bielsko-Biała                                                ,2.0
      m. Bytom                                                        ,9.6
      m. Chorzów                                                      ,4.8
      m. Częstochowa                                                  ,3.7
      m. Dąbrowa Górnicza                                             ,5.4
      m. Gliwice                                                      ,3.3
      m. Jastrzębie-Zdrój                                             ,4.3
      m. Jaworzno                                                     ,4.2
      m. Katowice                                                     ,1.8
      m. Mysłowice                                                    ,5.2
      m. Piekary Śląskie                                              ,6.7
      m. Ruda Śląska                                                  ,3.1
      m. Rybnik                                                       ,3.5
      m. Siemianowice Śląskie                                         ,5.7
      m. Sosnowiec                                                    ,6.9
      m. Świętochłowice                                               ,7.0
      m. Tychy                                                        ,2.6
      m. Zabrze                                                       ,5.7
      m. Żory                                                         ,3.7
Woj. ŚWIĘTOKRZYSKIE                                                   ,8.2
      buski                                                           ,3.6
      jędrzejowski                                                    ,7.3
      kazimierski                                                     ,7.6
      kielecki                                                        ,10.7
      konecki                                                         ,10.8
      opatowski                                                       ,12.8
      ostrowiecki                                                     ,11.5
      pińczowski                                                      ,6.3
      sandomierski                                                    ,6.6
      skarżyski                                                       ,15.7
      starachowicki                                                   ,8.4
      staszowski                                                      ,7.0
      włoszczowski                                                    ,5.6
      m. Kielce                                                       ,5.5
Woj. WARMIŃSKO-MAZURSKIE                                              ,9.9
      bartoszycki                                                     ,18.3
      braniewski                                                      ,20.1
      działdowski                                                     ,15.3
      elbląski                                                        ,15.5
      ełcki                                                           ,12.9
      giżycki                                                         ,7.4
      iławski                                                         ,4.1
      kętrzyński                                                      ,17.0
      lidzbarski                                                      ,15.2
      mrągowski                                                       ,8.2
      nidzicki                                                        ,8.3
      nowomiejski                                                     ,7.9
      olecki                                                          ,11.9
      olsztyński                                                      ,11.2
      ostródzki                                                       ,10.6
      piski                                                           ,12.1
      szczycieński                                                    ,8.9
      gołdapski                                                       ,9.5
      węgorzewski                                                     ,15.1
      m. Elbląg                                                       ,8.1
      m. Olsztyn                                                      ,3.5
Woj. WIELKOPOLSKIE                                                    ,3.3
      chodzieski                                                      ,6.8
      czarnkowsko-trzcianecki                                         ,4.2
      gnieźnieński                                                    ,5.5
      gostyński                                                       ,5.3
      grodziski                                                       ,4.1
      jarociński                                                      ,4.0
      kaliski                                                         ,2.4
      kępiński                                                        ,1.8
      kolski                                                          ,4.5
      koniński                                                        ,9.4
      kościański                                                      ,3.2
      krotoszyński                                                    ,3.3
      leszczyński                                                     ,2.9
      międzychodzki                                                   ,4.7
      nowotomyski                                                     ,2.1
      obornicki                                                       ,3.5
      ostrowski                                                       ,2.9
      ostrzeszowski                                                   ,4.3
      pilski                                                          ,4.6
      pleszewski                                                      ,3.3
      poznański                                                       ,1.5
      rawicki                                                         ,4.3
      słupecki                                                        ,7.5
      szamotulski                                                     ,3.4
      średzki                                                         ,6.3
      śremski                                                         ,2.2
      turecki                                                         ,4.6
      wągrowiecki                                                     ,5.7
      wolsztyński                                                     ,1.3
      wrzesiński                                                      ,3.3
      złotowski                                                       ,7.0
      m. Kalisz                                                       ,2.6
      m. Konin                                                        ,7.1
      m. Leszno                                                       ,3.6
      m. Poznań                                                       ,1.3
Woj. ZACHODNIOPOMORSKIE                                               ,7.3
      białogardzki                                                    ,17.5
      choszczeński                                                    ,15.4
      drawski                                                         ,13.0
      goleniowski                                                     ,5.9
      gryficki                                                        ,7.2
      gryfiński                                                       ,10.3
      kamieński                                                       ,12.6
      kołobrzeski                                                     ,2.6
      koszaliński                                                     ,12.0
      myśliborski                                                     ,7.9
      policki                                                         ,5.2
      pyrzycki                                                        ,11.6
      sławieński                                                      ,12.3
      stargardzki                                                     ,8.2
      szczecinecki                                                    ,14.4
      świdwiński                                                      ,14.2
      wałecki                                                         ,7.5
      łobeski                                                         ,19.7
      m. Koszalin                                                     ,4.9
      m. Szczecin                                                     ,2.6
      m. Świnoujście                                                  ,4.0
