Województwa,Stopa bezrobocia w %
Woj. POMORSKIE                                                        ,5.5
      bytowski                                                        ,10.3
      chojnicki                                                       ,8.7
      człuchowski                                                     ,10.9
      gdański                                                         ,4.8
      kartuski                                                        ,3.5
      kościerski                                                      ,7.2
      kwidzyński                                                      ,7.1
      lęborski                                                        ,9.9
      malborski                                                       ,11.4
      nowodworski                                                     ,12.8
      pucki                                                           ,7.0
      słupski                                                         ,8.1
      starogardzki                                                    ,6.6
      tczewski                                                        ,6.8
      wejherowski                                                     ,6.9
      sztumski                                                        ,9.7
      m. Gdańsk                                                       ,3.1
      m. Gdynia                                                       ,3.1
      m. Słupsk                                                       ,4.9
      m. Sopot                                                        ,2.3
Woj. ŚLĄSKIE                                                          ,4.6
      będziński                                                       ,7.0
      bielski                                                         ,4.2
      cieszyński                                                      ,5.4
      częstochowski                                                   ,7.7
      gliwicki                                                        ,4.4
      kłobucki                                                        ,7.6
      lubliniecki                                                     ,5.8
      mikołowski                                                      ,3.8
      myszkowski                                                      ,6.7
      pszczyński                                                      ,3.6
      raciborski                                                      ,4.6
      rybnicki                                                        ,6.1
      tarnogórski                                                     ,5.6
      bieruńsko-lędziński                                             ,2.6
      wodzisławski                                                    ,6.3
      zawierciański                                                   ,6.9
      żywiecki                                                        ,7.7
      m. Bielsko-Biała                                                ,2.4
      m. Bytom                                                        ,10.7
      m. Chorzów                                                      ,4.4
      m. Częstochowa                                                  ,3.9
      m. Dąbrowa Górnicza                                             ,5.0
      m. Gliwice                                                      ,2.8
      m. Jastrzębie-Zdrój                                             ,5.3
      m. Jaworzno                                                     ,4.6
      m. Katowice                                                     ,1.5
      m. Mysłowice                                                    ,6.2
      m. Piekary Śląskie                                              ,7.7
      m. Ruda Śląska                                                  ,3.1
      m. Rybnik                                                       ,4.0
      m. Siemianowice Śląskie                                         ,6.4
      m. Sosnowiec                                                    ,6.3
      m. Świętochłowice                                               ,7.3
      m. Tychy                                                        ,2.9
      m. Zabrze                                                       ,6.3
      m. Żory                                                         ,4.9
Woj. ŚWIĘTOKRZYSKIE                                                   ,8.6
      buski                                                           ,3.9
      jędrzejowski                                                    ,7.4
      kazimierski                                                     ,7.6
      kielecki                                                        ,10.8
      konecki                                                         ,12.3
      opatowski                                                       ,12.7
      ostrowiecki                                                     ,11.6
      pińczowski                                                      ,6.9
      sandomierski                                                    ,7.3
      skarżyski                                                       ,16.2
      starachowicki                                                   ,9.3
      staszowski                                                      ,7.2
      włoszczowski                                                    ,7.0
      m. Kielce                                                       ,5.6
Woj. WARMIŃSKO-MAZURSKIE                                              ,10.3
      bartoszycki                                                     ,18.3
      braniewski                                                      ,19.6
      działdowski                                                     ,14.0
      elbląski                                                        ,15.1
      ełcki                                                           ,12.5
      giżycki                                                         ,9.9
      iławski                                                         ,5.6
      kętrzyński                                                      ,18.7
      lidzbarski                                                      ,14.6
      mrągowski                                                       ,11.0
      nidzicki                                                        ,8.0
      nowomiejski                                                     ,9.0
      olecki                                                          ,11.0
      olsztyński                                                      ,10.9
      ostródzki                                                       ,11.2
      piski                                                           ,14.0
      szczycieński                                                    ,9.9
      gołdapski                                                       ,10.3
      węgorzewski                                                     ,15.1
      m. Elbląg                                                       ,8.0
      m. Olsztyn                                                      ,3.6
Woj. WIELKOPOLSKIE                                                    ,3.7
      chodzieski                                                      ,7.9
      czarnkowsko-trzcianecki                                         ,5.1
      gnieźnieński                                                    ,4.6
      gostyński                                                       ,5.4
      grodziski                                                       ,3.8
      jarociński                                                      ,5.1
      kaliski                                                         ,2.6
      kępiński                                                        ,2.1
      kolski                                                          ,4.9
      koniński                                                        ,9.6
      kościański                                                      ,3.4
      krotoszyński                                                    ,4.0
      leszczyński                                                     ,3.5
      międzychodzki                                                   ,5.1
      nowotomyski                                                     ,2.9
      obornicki                                                       ,3.6
      ostrowski                                                       ,3.8
      ostrzeszowski                                                   ,4.6
      pilski                                                          ,5.2
      pleszewski                                                      ,5.2
      poznański                                                       ,1.8
      rawicki                                                         ,4.5
      słupecki                                                        ,8.0
      szamotulski                                                     ,3.4
      średzki                                                         ,7.2
      śremski                                                         ,2.9
      turecki                                                         ,4.8
      wągrowiecki                                                     ,6.1
      wolsztyński                                                     ,2.2
      wrzesiński                                                      ,4.3
      złotowski                                                       ,6.2
      m. Kalisz                                                       ,3.3
      m. Konin                                                        ,6.5
      m. Leszno                                                       ,3.8
      m. Poznań                                                       ,1.7
Woj. ZACHODNIOPOMORSKIE                                               ,7.9
      białogardzki                                                    ,19.1
      choszczeński                                                    ,16.8
      drawski                                                         ,14.1
      goleniowski                                                     ,6.2
      gryficki                                                        ,9.6
      gryfiński                                                       ,9.2
      kamieński                                                       ,14.3
      kołobrzeski                                                     ,3.6
      koszaliński                                                     ,13.4
      myśliborski                                                     ,7.7
      policki                                                         ,4.5
      pyrzycki                                                        ,12.0
      sławieński                                                      ,13.7
      stargardzki                                                     ,8.3
      szczecinecki                                                    ,16.1
      świdwiński                                                      ,14.5
      wałecki                                                         ,9.4
      łobeski                                                         ,18.7
      m. Koszalin                                                     ,5.8
      m. Szczecin                                                     ,3.4
      m. Świnoujście                                                  ,5.5
