Województwa,Stopa bezrobocia w %
POLSKA                                                                ,5.7
Woj. DOLNOŚLĄSKIE                                                     ,5.0
      bolesławiecki                                                   ,3.7
      dzierżoniowski                                                  ,6.0
      głogowski                                                       ,9.3
      górowski                                                        ,14.7
      jaworski                                                        ,11.5
      jeleniogórski                                                   ,8.4
      kamiennogórski                                                  ,5.4
      kłodzki                                                         ,11.1
      legnicki                                                        ,10.8
      lubański                                                        ,7.4
      lubiński                                                        ,4.8
      lwówecki                                                        ,11.8
      milicki                                                         ,6.4
      oleśnicki                                                       ,5.3
      oławski                                                         ,5.2
      polkowicki                                                      ,4.2
      strzeliński                                                     ,10.3
      średzki                                                         ,5.7
      świdnicki                                                       ,5.8
      trzebnicki                                                      ,5.9
      wałbrzyski                                                      ,13.1
      wołowski                                                        ,10.8
      wrocławski                                                      ,1.8
      ząbkowicki                                                      ,10.4
      zgorzelecki                                                     ,4.7
      złotoryjski                                                     ,14.4
      m. Jelenia Góra                                                 ,3.1
      m. Legnica                                                      ,5.2
      m. Wrocław                                                      ,1.8
      m. Wałbrzych                                                    ,5.6
Woj. KUJAWSKO-POMORSKIE                                               ,8.5
      aleksandrowski                                                  ,12.1
      brodnicki                                                       ,6.8
      bydgoski                                                        ,5.7
      chełmiński                                                      ,11.8
      golubsko-dobrzyński                                             ,9.7
      grudziądzki                                                     ,12.7
      inowrocławski                                                   ,12.1
      lipnowski                                                       ,15.6
      mogileński                                                      ,10.4
      nakielski                                                       ,11.1
      radziejowski                                                    ,15.9
      rypiński                                                        ,9.7
      sępoleński                                                      ,11.3
      świecki                                                         ,7.1
      toruński                                                        ,10.9
      tucholski                                                       ,10.6
      wąbrzeski                                                       ,11.8
      włocławski                                                      ,15.0
      żniński                                                         ,10.3
      m. Bydgoszcz                                                    ,3.6
      m. Grudziądz                                                    ,9.1
      m. Toruń                                                        ,4.6
      m. Włocławek                                                    ,10.2
Woj. LUBELSKIE                                                        ,7.7
      bialski                                                         ,9.9
      biłgorajski                                                     ,4.5
      chełmski                                                        ,12.3
      hrubieszowski                                                   ,12.2
      janowski                                                        ,8.2
      krasnostawski                                                   ,11.4
      kraśnicki                                                       ,9.8
      lubartowski                                                     ,10.3
      lubelski                                                        ,6.3
      łęczyński                                                       ,4.9
      łukowski                                                        ,4.1
      opolski                                                         ,8.6
      parczewski                                                      ,7.1
      puławski                                                        ,5.6
      radzyński                                                       ,6.9
      rycki                                                           ,7.7
      świdnicki                                                       ,9.0
      tomaszowski                                                     ,5.7
      włodawski                                                       ,14.5
      zamojski                                                        ,8.7
      m. Biała Podlaska                                               ,10.4
      m. Chełm                                                        ,10.7
      m. Lublin                                                       ,5.5
      m. Zamość                                                       ,9.3
Woj. LUBUSKIE                                                         ,5.6
      gorzowski                                                       ,4.1
      krośnieński                                                     ,9.4
      międzyrzecki                                                    ,12.1
      nowosolski                                                      ,8.3
      słubicki                                                        ,2.2
      strzelecko-drezdenecki                                          ,10.1
      sulęciński                                                      ,6.3
      świebodziński                                                   ,4.4
      zielonogórski                                                   ,6.7
      żagański                                                        ,8.9
      żarski                                                          ,5.5
      wschowski                                                       ,7.9
      m. Gorzów Wielkopolski                                          ,2.4
      m. Zielona Góra                                                 ,3.3
Woj. ŁÓDZKIE                                                          ,6.0
      bełchatowski                                                    ,5.4
      kutnowski                                                       ,8.8
      łaski                                                           ,7.9
      łęczycki                                                        ,7.0
      łowicki                                                         ,5.2
      łódzki wschodni                                                 ,6.9
      opoczyński                                                      ,5.3
      pabianicki                                                      ,6.8
      pajęczański                                                     ,7.2
      piotrkowski                                                     ,5.5
      poddębicki                                                      ,6.4
      radomszczański                                                  ,6.0
      rawski                                                          ,3.7
      sieradzki                                                       ,5.5
      skierniewicki                                                   ,3.7
      tomaszowski                                                     ,6.8
      wieluński                                                       ,6.4
      wieruszowski                                                    ,4.3
      zduńskowolski                                                   ,6.9
      zgierski                                                        ,6.7
      brzeziński                                                      ,6.3
      m. Łódź                                                         ,5.6
      m. Piotrków Trybunalski                                         ,5.3
      m. Skierniewice                                                 ,5.4
Woj. MAŁOPOLSKIE                                                      ,4.6
      bocheński                                                       ,4.4
      brzeski                                                         ,5.5
      chrzanowski                                                     ,8.0
      dąbrowski                                                       ,10.5
      gorlicki                                                        ,5.3
      krakowski                                                       ,4.0
      limanowski                                                      ,7.4
      miechowski                                                      ,4.5
      myślenicki                                                      ,2.7
      nowosądecki                                                     ,7.9
      nowotarski                                                      ,5.5
      olkuski                                                         ,7.1
      oświęcimski                                                     ,5.4
      proszowicki                                                     ,6.0
