Województwa,Stopa bezrobocia w %
      pleszewski                                                      ,3.7
      poznański                                                       ,1.4
      rawicki                                                         ,4.3
      słupecki                                                        ,7.9
      szamotulski                                                     ,3.3
      średzki                                                         ,5.8
      śremski                                                         ,2.0
      turecki                                                         ,4.4
      wągrowiecki                                                     ,6.1
      wolsztyński                                                     ,1.6
      wrzesiński                                                      ,3.7
      złotowski                                                       ,7.1
      m. Kalisz                                                       ,2.7
      m. Konin                                                        ,6.4
      m. Leszno                                                       ,3.7
      m. Poznań                                                       ,1.2
Woj. ZACHODNIOPOMORSKIE                                               ,7.8
      białogardzki                                                    ,19.0
      choszczeński                                                    ,16.9
      drawski                                                         ,13.7
      goleniowski                                                     ,5.9
      gryficki                                                        ,9.7
      gryfiński                                                       ,10.7
      kamieński                                                       ,15.6
      kołobrzeski                                                     ,2.8
      koszaliński                                                     ,13.5
      myśliborski                                                     ,8.3
      policki                                                         ,4.5
      pyrzycki                                                        ,12.3
      sławieński                                                      ,14.7
      stargardzki                                                     ,8.6
      szczecinecki                                                    ,15.8
      świdwiński                                                      ,15.2
      wałecki                                                         ,8.6
      łobeski                                                         ,20.0
      m. Koszalin                                                     ,5.3
      m. Szczecin                                                     ,2.7
      m. Świnoujście                                                  ,4.6
